Corridor,Released_Loads,Cars_Enroute,Cars_Dwelling,Cars_Entering,snapshotdate,Date
Eastern Canada,18,578,14,106,2021-10-09,2021-10-07
Prince Rupert,307,420,8,14,2021-10-09,2021-10-07
Thunder Bay,963,2391,551,377,2021-10-09,2021-10-07
USA/MEX,29,627,137,0,2021-10-09,2021-10-07
Vancouver,2160,4831,529,798,2021-10-09,2021-10-07
Western Canada,153,192,32,6,2021-10-09,2021-10-07
Eastern Canada,42,539,113,1,2021-10-10,2021-10-08
Prince Rupert,243,367,8,51,2021-10-10,2021-10-08
Thunder Bay,587,2375,588,158,2021-10-10,2021-10-08
USA/MEX,5,627,167,1,2021-10-10,2021-10-08
Vancouver,1999,4773,510,657,2021-10-10,2021-10-08
Western Canada,40,170,26,0,2021-10-10,2021-10-08
Eastern Canada,62,548,116,18,2021-10-11,2021-10-09
Prince Rupert,237,274,6,1,2021-10-11,2021-10-09
Thunder Bay,682,2482,651,344,2021-10-11,2021-10-09
USA/MEX,58,569,163,2,2021-10-11,2021-10-09
Vancouver,2060,4701,509,646,2021-10-11,2021-10-09
Western Canada,25,165,26,0,2021-10-11,2021-10-09
Eastern Canada,81,557,121,29,2021-10-12,2021-10-10
Prince Rupert,200,363,6,140,2021-10-12,2021-10-10
Thunder Bay,850,2250,507,120,2021-10-12,2021-10-10
USA/MEX,175,469,157,15,2021-10-12,2021-10-10
Vancouver,1954,5093,462,1203,2021-10-12,2021-10-10
Western Canada,82,191,106,42,2021-10-12,2021-10-10
Eastern Canada,158,658,117,80,2021-10-13,2021-10-11
Prince Rupert,98,470,6,107,2021-10-13,2021-10-11
Thunder Bay,985,2021,289,321,2021-10-13,2021-10-11
USA/MEX,157,552,145,122,2021-10-13,2021-10-11
Vancouver,1775,5010,402,616,2021-10-13,2021-10-11
Western Canada,109,235,108,66,2021-10-13,2021-10-11
Eastern Canada,189,583,107,4,2021-10-14,2021-10-12
Prince Rupert,117,574,6,103,2021-10-14,2021-10-12
Thunder Bay,1084,1923,172,345,2021-10-14,2021-10-12
USA/MEX,91,596,156,59,2021-10-14,2021-10-12
Vancouver,1351,5519,427,968,2021-10-14,2021-10-12
Western Canada,35,240,108,8,2021-10-14,2021-10-12
Eastern Canada,150,615,118,53,2021-10-15,2021-10-13
Prince Rupert,69,725,6,150,2021-10-15,2021-10-13
Thunder Bay,1152,1730,297,53,2021-10-15,2021-10-13
USA/MEX,35,624,144,47,2021-10-15,2021-10-13
Vancouver,1291,6022,517,1015,2021-10-15,2021-10-13
Western Canada,176,243,103,8,2021-10-15,2021-10-13
Eastern Canada,84,758,115,153,2021-10-16,2021-10-14
Prince Rupert,87,828,6,190,2021-10-16,2021-10-14
Thunder Bay,724,1705,395,299,2021-10-16,2021-10-14
USA/MEX,26,609,153,10,2021-10-16,2021-10-14
Vancouver,959,6580,520,829,2021-10-16,2021-10-14
Western Canada,184,261,104,0,2021-10-16,2021-10-14
Eastern Canada,46,846,43,174,2021-10-17,2021-10-15
Prince Rupert,208,707,5,0,2021-10-17,2021-10-15
Thunder Bay,805,1603,250,128,2021-10-17,2021-10-15
USA/MEX,30,602,155,1,2021-10-17,2021-10-15
Vancouver,958,7166,840,986,2021-10-17,2021-10-15
Western Canada,24,249,158,1,2021-10-17,2021-10-15
Eastern Canada,51,848,50,12,2021-10-18,2021-10-16
Prince Rupert,369,615,107,85,2021-10-18,2021-10-16
Thunder Bay,884,1678,209,402,2021-10-18,2021-10-16
USA/MEX,43,813,187,226,2021-10-18,2021-10-16
Vancouver,1453,6517,1126,277,2021-10-18,2021-10-16
Western Canada,154,238,153,11,2021-10-18,2021-10-16
Eastern Canada,143,742,84,13,2021-10-19,2021-10-17
Prince Rupert,302,615,107,0,2021-10-19,2021-10-17
Thunder Bay,977,1700,188,306,2021-10-19,2021-10-17
USA/MEX,160,699,173,14,2021-10-19,2021-10-17
Vancouver,1677,6588,1005,791,2021-10-19,2021-10-17
Western Canada,217,170,80,25,2021-10-19,2021-10-17
Eastern Canada,209,671,77,6,2021-10-20,2021-10-18
Prince Rupert,297,430,5,16,2021-10-20,2021-10-18
Thunder Bay,795,1581,185,132,2021-10-20,2021-10-18
USA/MEX,175,721,162,47,2021-10-20,2021-10-18
Vancouver,1640,6659,1467,713,2021-10-20,2021-10-18
Western Canada,149,186,31,4,2021-10-20,2021-10-18
Eastern Canada,210,639,83,23,2021-10-21,2021-10-19
Prince Rupert,302,448,5,99,2021-10-21,2021-10-19
Thunder Bay,786,1540,77,198,2021-10-21,2021-10-19
USA/MEX,178,703,162,11,2021-10-21,2021-10-19
Vancouver,1546,6326,1303,465,2021-10-21,2021-10-19
Western Canada,74,229,32,42,2021-10-21,2021-10-19
Eastern Canada,209,618,54,45,2021-10-22,2021-10-20
Prince Rupert,281,624,5,203,2021-10-22,2021-10-20
Thunder Bay,998,1500,65,335,2021-10-22,2021-10-20
USA/MEX,49,718,159,23,2021-10-22,2021-10-20
Vancouver,1875,6302,1060,731,2021-10-22,2021-10-20
Western Canada,9,177,59,17,2021-10-22,2021-10-20
Eastern Canada,171,642,102,90,2021-10-23,2021-10-21
Prince Rupert,127,732,5,102,2021-10-23,2021-10-21
Thunder Bay,826,1526,70,118,2021-10-23,2021-10-21
USA/MEX,37,701,207,0,2021-10-23,2021-10-21
Vancouver,1637,6076,1077,518,2021-10-23,2021-10-21
Western Canada,8,178,58,4,2021-10-23,2021-10-21
Eastern Canada,160,681,150,64,2021-10-24,2021-10-22
Prince Rupert,223,687,5,51,2021-10-24,2021-10-22
Thunder Bay,526,1580,103,156,2021-10-24,2021-10-22
USA/MEX,21,695,221,1,2021-10-24,2021-10-22
Vancouver,1858,5777,946,510,2021-10-24,2021-10-22
Western Canada,121,171,57,0,2021-10-24,2021-10-22
Eastern Canada,194,563,207,0,2021-10-25,2021-10-23
Prince Rupert,306,573,0,95,2021-10-25,2021-10-23
Thunder Bay,603,1474,110,179,2021-10-25,2021-10-23
USA/MEX,95,640,215,43,2021-10-25,2021-10-23
Vancouver,1602,5814,826,635,2021-10-25,2021-10-23
Western Canada,248,166,63,2,2021-10-25,2021-10-23
Eastern Canada,273,484,96,32,2021-10-26,2021-10-24
Prince Rupert,344,705,0,200,2021-10-26,2021-10-24
Thunder Bay,813,1824,199,655,2021-10-26,2021-10-24
USA/MEX,222,616,198,111,2021-10-26,2021-10-24
Vancouver,1457,5577,809,396,2021-10-26,2021-10-24
Western Canada,157,161,62,13,2021-10-26,2021-10-24
Eastern Canada,346,370,93,31,2021-10-27,2021-10-25
Prince Rupert,419,605,0,48,2021-10-27,2021-10-25
Thunder Bay,776,1722,242,102,2021-10-27,2021-10-25
USA/MEX,218,720,197,160,2021-10-27,2021-10-25
Vancouver,1589,5441,714,708,2021-10-27,2021-10-25
Western Canada,40,163,59,12,2021-10-27,2021-10-25
Eastern Canada,213,445,91,89,2021-10-28,2021-10-26
Prince Rupert,335,809,0,204,2021-10-28,2021-10-26
Thunder Bay,920,1767,220,344,2021-10-28,2021-10-26
USA/MEX,184,831,148,191,2021-10-28,2021-10-26
Vancouver,1737,5001,667,266,2021-10-28,2021-10-26
Western Canada,20,168,75,13,2021-10-28,2021-10-26
Eastern Canada,145,485,80,54,2021-10-29,2021-10-27
Prince Rupert,283,842,0,198,2021-10-29,2021-10-27
Thunder Bay,758,1761,175,325,2021-10-29,2021-10-27
USA/MEX,138,891,136,100,2021-10-29,2021-10-27
Vancouver,2099,4370,513,570,2021-10-29,2021-10-27
Western Canada,150,145,56,6,2021-10-29,2021-10-27
Eastern Canada,129,485,50,0,2021-10-30,2021-10-28
Prince Rupert,179,972,0,141,2021-10-30,2021-10-28
Thunder Bay,582,2081,211,451,2021-10-30,2021-10-28
USA/MEX,104,836,112,0,2021-10-30,2021-10-28
Vancouver,2076,4039,479,523,2021-10-30,2021-10-28
Western Canada,159,131,51,4,2021-10-30,2021-10-28
Eastern Canada,2,482,48,2,2021-10-31,2021-10-29
Prince Rupert,163,1155,0,197,2021-10-31,2021-10-29
Thunder Bay,528,2118,198,378,2021-10-31,2021-10-29
USA/MEX,29,813,104,3,2021-10-31,2021-10-29
Vancouver,1649,4232,513,748,2021-10-31,2021-10-29
Western Canada,20,115,45,0,2021-10-31,2021-10-29
Eastern Canada,32,448,83,0,2021-11-01,2021-10-30
Prince Rupert,151,1069,0,51,2021-11-01,2021-10-30
Thunder Bay,900,1714,163,1,2021-11-01,2021-10-30
USA/MEX,115,883,158,134,2021-11-01,2021-10-30
Vancouver,1591,3882,208,427,2021-11-01,2021-10-30
Western Canada,11,118,38,11,2021-11-01,2021-10-30
Eastern Canada,102,403,49,26,2021-11-02,2021-10-31
Prince Rupert,415,806,0,0,2021-11-02,2021-10-31
Thunder Bay,942,1554,186,256,2021-11-02,2021-10-31
USA/MEX,201,872,144,103,2021-11-02,2021-10-31
Vancouver,1764,4100,327,837,2021-11-02,2021-10-31
Western Canada,13,114,61,0,2021-11-02,2021-10-31
Eastern Canada,100,380,52,0,2021-11-03,2021-11-01
Prince Rupert,609,610,1,4,2021-11-03,2021-11-01
Thunder Bay,1055,1655,156,417,2021-11-03,2021-11-01
USA/MEX,252,777,58,36,2021-11-03,2021-11-01
Vancouver,1242,4163,443,402,2021-11-03,2021-11-01
Western Canada,5,115,60,2,2021-11-03,2021-11-01
Eastern Canada,86,395,42,36,2021-11-04,2021-11-02
Prince Rupert,369,594,3,0,2021-11-04,2021-11-02
Thunder Bay,1112,1458,123,257,2021-11-04,2021-11-02
USA/MEX,302,682,75,17,2021-11-04,2021-11-02
Vancouver,1087,4185,349,764,2021-11-04,2021-11-02
Western Canada,14,128,61,26,2021-11-04,2021-11-02
Eastern Canada,44,379,39,1,2021-11-05,2021-11-03
Prince Rupert,443,616,1,204,2021-11-05,2021-11-03
Thunder Bay,1133,1338,128,237,2021-11-05,2021-11-03
USA/MEX,310,599,133,6,2021-11-05,2021-11-03
Vancouver,1276,4535,504,883,2021-11-05,2021-11-03
Western Canada,16,124,57,1,2021-11-05,2021-11-03
Eastern Canada,31,479,30,102,2021-11-06,2021-11-04
Prince Rupert,252,927,1,321,2021-11-06,2021-11-04
Thunder Bay,751,1674,133,377,2021-11-06,2021-11-04
USA/MEX,292,590,132,100,2021-11-06,2021-11-04
Vancouver,1309,4818,631,805,2021-11-06,2021-11-04
Western Canada,3,122,59,0,2021-11-06,2021-11-04
Eastern Canada,61,568,31,133,2021-11-07,2021-11-05
Prince Rupert,285,754,0,1,2021-11-07,2021-11-05
Thunder Bay,254,1836,154,162,2021-11-07,2021-11-05
USA/MEX,192,569,148,1,2021-11-07,2021-11-05
Vancouver,1449,4774,337,665,2021-11-07,2021-11-05
Western Canada,5,126,60,5,2021-11-07,2021-11-05
Eastern Canada,113,564,42,33,2021-11-08,2021-11-06
Prince Rupert,271,658,6,1,2021-11-08,2021-11-06
Thunder Bay,420,1778,142,272,2021-11-08,2021-11-06
USA/MEX,206,491,110,40,2021-11-08,2021-11-06
Vancouver,1608,4687,344,630,2021-11-08,2021-11-06
Western Canada,14,147,59,29,2021-11-08,2021-11-06
Eastern Canada,134,560,48,48,2021-11-09,2021-11-07
Prince Rupert,392,488,7,0,2021-11-09,2021-11-07
Thunder Bay,790,1786,220,279,2021-11-09,2021-11-07
USA/MEX,228,430,75,15,2021-11-09,2021-11-07
Vancouver,1598,4880,452,932,2021-11-09,2021-11-07
Western Canada,19,145,43,33,2021-11-09,2021-11-07
Eastern Canada,192,544,42,90,2021-11-10,2021-11-08
Prince Rupert,601,277,7,0,2021-11-10,2021-11-08
Thunder Bay,960,1579,227,112,2021-11-10,2021-11-08
USA/MEX,223,389,60,12,2021-11-10,2021-11-08
Vancouver,1752,4570,451,467,2021-11-10,2021-11-08
Western Canada,21,140,42,6,2021-11-10,2021-11-08
Eastern Canada,244,625,37,175,2021-11-11,2021-11-09
Prince Rupert,551,101,7,0,2021-11-11,2021-11-09
Thunder Bay,645,1531,249,1,2021-11-11,2021-11-09
USA/MEX,209,407,52,102,2021-11-11,2021-11-09
Vancouver,1673,4492,330,544,2021-11-11,2021-11-09
Western Canada,11,143,48,3,2021-11-11,2021-11-09
Eastern Canada,202,612,32,27,2021-11-12,2021-11-10
Prince Rupert,263,138,6,104,2021-11-12,2021-11-10
Thunder Bay,630,1588,261,439,2021-11-12,2021-11-10
USA/MEX,141,375,55,7,2021-11-12,2021-11-10
Vancouver,1437,4205,327,362,2021-11-12,2021-11-10
Western Canada,1,176,49,33,2021-11-12,2021-11-10
Eastern Canada,172,558,34,2,2021-11-13,2021-11-11
Prince Rupert,87,233,6,95,2021-11-13,2021-11-11
Thunder Bay,627,1845,240,443,2021-11-13,2021-11-11
USA/MEX,95,363,66,0,2021-11-13,2021-11-11
Vancouver,1735,4540,439,1248,2021-11-13,2021-11-11
Western Canada,118,166,40,0,2021-11-13,2021-11-11
Eastern Canada,132,518,34,8,2021-11-14,2021-11-12
Prince Rupert,22,216,6,5,2021-11-14,2021-11-12
Thunder Bay,728,1941,166,229,2021-11-14,2021-11-12
USA/MEX,13,360,92,2,2021-11-14,2021-11-12
Vancouver,1698,4236,460,436,2021-11-14,2021-11-12
Western Canada,118,164,38,0,2021-11-14,2021-11-12
Eastern Canada,218,431,37,19,2021-11-15,2021-11-13
Prince Rupert,22,520,6,304,2021-11-15,2021-11-13
Thunder Bay,470,1981,157,231,2021-11-15,2021-11-13
USA/MEX,38,367,49,41,2021-11-15,2021-11-13
Vancouver,1363,4996,383,1053,2021-11-15,2021-11-13
Western Canada,16,174,48,14,2021-11-15,2021-11-13
Eastern Canada,144,408,19,7,2021-11-16,2021-11-14
Prince Rupert,59,683,6,200,2021-11-16,2021-11-14
Thunder Bay,722,2076,161,430,2021-11-16,2021-11-14
USA/MEX,112,462,56,164,2021-11-16,2021-11-14
Vancouver,721,4720,362,145,2021-11-16,2021-11-14
Western Canada,30,161,48,4,2021-11-16,2021-11-14
Eastern Canada,132,381,21,53,2021-11-17,2021-11-15
Prince Rupert,232,510,6,0,2021-11-17,2021-11-15
Thunder Bay,884,2135,131,278,2021-11-17,2021-11-15
USA/MEX,120,470,51,33,2021-11-17,2021-11-15
Vancouver,667,4931,487,352,2021-11-17,2021-11-15
Western Canada,24,170,49,13,2021-11-17,2021-11-15
Eastern Canada,214,273,27,1,2021-11-18,2021-11-16
Prince Rupert,202,949,6,192,2021-11-18,2021-11-16
Thunder Bay,987,1815,71,98,2021-11-18,2021-11-16
USA/MEX,116,441,31,13,2021-11-18,2021-11-16
Vancouver,189,4799,1253,115,2021-11-18,2021-11-16
Western Canada,30,123,22,1,2021-11-18,2021-11-16
Eastern Canada,246,200,32,3,2021-11-19,2021-11-17
Prince Rupert,163,912,207,0,2021-11-19,2021-11-17
Thunder Bay,1038,1640,71,261,2021-11-19,2021-11-17
USA/MEX,120,440,29,69,2021-11-19,2021-11-17
Vancouver,39,5036,3489,325,2021-11-19,2021-11-17
Western Canada,30,124,27,8,2021-11-19,2021-11-17
Eastern Canada,157,266,13,78,2021-11-20,2021-11-18
Prince Rupert,103,1032,207,22,2021-11-20,2021-11-18
Thunder Bay,1155,1294,113,57,2021-11-20,2021-11-18
USA/MEX,97,535,41,103,2021-11-20,2021-11-18
Vancouver,27,5172,3929,229,2021-11-20,2021-11-18
Western Canada,9,134,24,10,2021-11-20,2021-11-18
Eastern Canada,15,265,14,0,2021-11-21,2021-11-19
Prince Rupert,98,1132,207,100,2021-11-21,2021-11-19
Thunder Bay,771,1867,160,657,2021-11-21,2021-11-19
USA/MEX,53,532,64,3,2021-11-21,2021-11-19
Vancouver,0,5174,4181,4,2021-11-21,2021-11-19
Western Canada,17,118,41,0,2021-11-21,2021-11-19
Eastern Canada,22,308,14,53,2021-11-22,2021-11-20
Prince Rupert,422,715,207,3,2021-11-22,2021-11-20
Thunder Bay,887,1536,164,96,2021-11-22,2021-11-20
USA/MEX,61,514,97,27,2021-11-22,2021-11-20
Vancouver,6,5244,4358,70,2021-11-22,2021-11-20
Western Canada,87,107,51,5,2021-11-22,2021-11-20
Eastern Canada,35,340,37,42,2021-11-23,2021-11-21
Prince Rupert,455,682,207,0,2021-11-23,2021-11-21
Thunder Bay,1145,1273,115,101,2021-11-23,2021-11-21
USA/MEX,180,409,55,14,2021-11-23,2021-11-21
Vancouver,23,5342,3974,109,2021-11-23,2021-11-21
Western Canada,80,95,37,0,2021-11-23,2021-11-21
Eastern Canada,36,370,30,41,2021-11-24,2021-11-22
Prince Rupert,339,624,207,54,2021-11-24,2021-11-22
Thunder Bay,1255,1178,83,217,2021-11-24,2021-11-22
USA/MEX,279,329,31,46,2021-11-24,2021-11-22
Vancouver,133,5468,4034,216,2021-11-24,2021-11-22
Western Canada,77,91,34,13,2021-11-24,2021-11-22
Eastern Canada,40,408,27,54,2021-11-25,2021-11-23
Prince Rupert,254,706,130,161,2021-11-25,2021-11-23
Thunder Bay,1024,1409,132,585,2021-11-25,2021-11-23
USA/MEX,169,436,37,113,2021-11-25,2021-11-23
Vancouver,274,5483,3688,162,2021-11-25,2021-11-23
Western Canada,82,79,26,3,2021-11-25,2021-11-23
Eastern Canada,97,389,21,51,2021-11-26,2021-11-24
Prince Rupert,168,719,100,105,2021-11-26,2021-11-24
Thunder Bay,832,1620,99,351,2021-11-26,2021-11-24
USA/MEX,29,492,69,60,2021-11-26,2021-11-24
Vancouver,521,5161,3319,5,2021-11-26,2021-11-24
Western Canada,32,83,18,15,2021-11-26,2021-11-24
Eastern Canada,103,446,22,75,2021-11-27,2021-11-25
Prince Rupert,209,713,101,38,2021-11-27,2021-11-25
Thunder Bay,728,1729,121,255,2021-11-27,2021-11-25
USA/MEX,21,479,68,0,2021-11-27,2021-11-25
Vancouver,351,5397,3097,236,2021-11-27,2021-11-25
Western Canada,17,83,18,0,2021-11-27,2021-11-25
Eastern Canada,21,447,32,5,2021-11-28,2021-11-26
Prince Rupert,267,695,98,60,2021-11-28,2021-11-26
Thunder Bay,263,1791,162,97,2021-11-28,2021-11-26
USA/MEX,6,480,75,1,2021-11-28,2021-11-26
Vancouver,280,5500,3037,111,2021-11-28,2021-11-26
Western Canada,4,84,31,5,2021-11-28,2021-11-26
Eastern Canada,104,404,42,17,2021-11-29,2021-11-27
Prince Rupert,172,608,146,0,2021-11-29,2021-11-27
Thunder Bay,605,1477,145,101,2021-11-29,2021-11-27
USA/MEX,32,537,50,84,2021-11-29,2021-11-27
Vancouver,186,5502,2993,13,2021-11-29,2021-11-27
Western Canada,17,69,24,2,2021-11-29,2021-11-27
Eastern Canada,141,374,36,16,2021-11-30,2021-11-28
Prince Rupert,166,679,98,148,2021-11-30,2021-11-28
Thunder Bay,904,1809,155,713,2021-11-30,2021-11-28
USA/MEX,75,530,44,31,2021-11-30,2021-11-28
Vancouver,546,5229,2990,277,2021-11-30,2021-11-28
Western Canada,31,64,11,13,2021-11-30,2021-11-28
Eastern Canada,111,351,48,31,2021-12-01,2021-11-29
Prince Rupert,250,581,1,0,2021-12-01,2021-11-29
Thunder Bay,1010,1650,85,229,2021-12-01,2021-11-29
USA/MEX,97,527,29,32,2021-12-01,2021-11-29
Vancouver,692,5373,2842,367,2021-12-01,2021-11-29
Western Canada,23,173,8,114,2021-12-01,2021-11-29
Eastern Canada,143,346,48,30,2021-12-02,2021-11-30
Prince Rupert,287,544,1,152,2021-12-02,2021-11-30
Thunder Bay,856,1815,25,401,2021-12-02,2021-11-30
USA/MEX,97,481,48,5,2021-12-02,2021-11-30
Vancouver,748,5249,3004,11,2021-12-02,2021-11-30
Western Canada,11,202,7,33,2021-12-02,2021-11-30
Eastern Canada,97,326,62,2,2021-12-03,2021-12-01
Prince Rupert,435,446,0,51,2021-12-03,2021-12-01
Thunder Bay,604,1741,34,118,2021-12-03,2021-12-01
USA/MEX,145,501,45,92,2021-12-03,2021-12-01
Vancouver,636,4922,2759,23,2021-12-03,2021-12-01
Western Canada,6,318,13,117,2021-12-03,2021-12-01
Eastern Canada,38,326,65,0,2021-12-04,2021-12-02
Prince Rupert,405,503,3,122,2021-12-04,2021-12-02
Thunder Bay,703,1632,16,211,2021-12-04,2021-12-02
USA/MEX,102,508,60,10,2021-12-04,2021-12-02
Vancouver,706,4836,2902,116,2021-12-04,2021-12-02
Western Canada,4,318,14,0,2021-12-04,2021-12-02
Eastern Canada,6,325,115,0,2021-12-05,2021-12-03
Prince Rupert,172,605,1,102,2021-12-05,2021-12-03
Thunder Bay,708,1555,16,1,2021-12-05,2021-12-03
USA/MEX,25,496,61,1,2021-12-05,2021-12-03
Vancouver,453,4735,2663,0,2021-12-05,2021-12-03
Western Canada,4,314,105,0,2021-12-05,2021-12-03
Eastern Canada,58,265,96,3,2021-12-06,2021-12-04
Prince Rupert,106,713,3,208,2021-12-06,2021-12-04
Thunder Bay,285,1729,55,306,2021-12-06,2021-12-04
USA/MEX,85,450,72,2,2021-12-06,2021-12-04
Vancouver,779,4474,2134,283,2021-12-06,2021-12-04
Western Canada,10,304,147,0,2021-12-06,2021-12-04
Eastern Canada,76,277,97,27,2021-12-07,2021-12-05
Prince Rupert,205,613,1,0,2021-12-07,2021-12-05
Thunder Bay,556,1948,328,439,2021-12-07,2021-12-05
USA/MEX,98,426,69,10,2021-12-07,2021-12-05
Vancouver,1382,4461,1721,357,2021-12-07,2021-12-05
Western Canada,20,299,16,3,2021-12-07,2021-12-05
Eastern Canada,97,243,83,2,2021-12-08,2021-12-06
Prince Rupert,276,640,2,197,2021-12-08,2021-12-06
Thunder Bay,1029,1784,191,196,2021-12-08,2021-12-06
USA/MEX,112,386,78,4,2021-12-08,2021-12-06
Vancouver,1517,4522,1594,516,2021-12-08,2021-12-06
Western Canada,31,393,12,113,2021-12-08,2021-12-06
Eastern Canada,78,204,85,0,2021-12-09,2021-12-07
Prince Rupert,262,887,3,247,2021-12-09,2021-12-07
Thunder Bay,980,1669,165,212,2021-12-09,2021-12-07
USA/MEX,115,380,93,10,2021-12-09,2021-12-07
Vancouver,1173,4554,1079,373,2021-12-09,2021-12-07
Western Canada,135,286,6,6,2021-12-09,2021-12-07
Eastern Canada,59,269,68,91,2021-12-10,2021-12-08
Prince Rupert,168,1091,6,204,2021-12-10,2021-12-08
Thunder Bay,823,1759,103,263,2021-12-10,2021-12-08
USA/MEX,42,529,91,161,2021-12-10,2021-12-08
Vancouver,911,4464,579,240,2021-12-10,2021-12-08
Western Canada,117,427,2,144,2021-12-10,2021-12-08
Eastern Canada,37,265,84,4,2021-12-11,2021-12-09
Prince Rupert,223,1036,7,0,2021-12-11,2021-12-09
Thunder Bay,669,1671,191,56,2021-12-11,2021-12-09
USA/MEX,39,518,114,17,2021-12-11,2021-12-09
Vancouver,622,4867,563,691,2021-12-11,2021-12-09
Western Canada,3,438,12,11,2021-12-11,2021-12-09
Eastern Canada,24,283,64,26,2021-12-12,2021-12-10
Prince Rupert,197,1100,8,206,2021-12-12,2021-12-10
Thunder Bay,936,1453,197,2,2021-12-12,2021-12-10
USA/MEX,32,515,93,1,2021-12-12,2021-12-10
Vancouver,1179,4564,631,453,2021-12-12,2021-12-10
Western Canada,6,434,30,2,2021-12-12,2021-12-10
Eastern Canada,65,247,36,0,2021-12-13,2021-12-11
Prince Rupert,316,1026,10,100,2021-12-13,2021-12-11
Thunder Bay,871,1450,159,345,2021-12-13,2021-12-11
USA/MEX,40,529,60,36,2021-12-13,2021-12-11
Vancouver,1443,4595,623,637,2021-12-13,2021-12-11
Western Canada,18,441,239,14,2021-12-13,2021-12-11
Eastern Canada,87,221,50,1,2021-12-14,2021-12-12
Prince Rupert,281,1315,1,396,2021-12-14,2021-12-12
Thunder Bay,859,1641,270,438,2021-12-14,2021-12-12
USA/MEX,48,520,44,9,2021-12-14,2021-12-12
Vancouver,1395,4195,353,233,2021-12-14,2021-12-12
Western Canada,24,444,171,10,2021-12-14,2021-12-12
Eastern Canada,83,240,45,30,2021-12-15,2021-12-13
Prince Rupert,313,1113,1,4,2021-12-15,2021-12-13
Thunder Bay,652,1615,352,102,2021-12-15,2021-12-13
USA/MEX,38,596,62,88,2021-12-15,2021-12-13
Vancouver,1539,3801,247,353,2021-12-15,2021-12-13
Western Canada,14,447,179,5,2021-12-15,2021-12-13
Eastern Canada,88,228,47,11,2021-12-16,2021-12-14
Prince Rupert,364,1070,1,98,2021-12-16,2021-12-14
Thunder Bay,697,1360,125,0,2021-12-16,2021-12-14
USA/MEX,151,467,59,8,2021-12-16,2021-12-14
Vancouver,1578,3523,417,288,2021-12-16,2021-12-14
Western Canada,124,352,158,27,2021-12-16,2021-12-14
Eastern Canada,117,250,28,61,2021-12-17,2021-12-15
Prince Rupert,396,1251,101,299,2021-12-17,2021-12-15
Thunder Bay,769,1382,89,328,2021-12-17,2021-12-15
USA/MEX,215,502,57,111,2021-12-17,2021-12-15
Vancouver,1533,3694,645,761,2021-12-17,2021-12-15
Western Canada,177,357,161,30,2021-12-17,2021-12-15
Eastern Canada,105,300,29,51,2021-12-18,2021-12-16
Prince Rupert,350,1214,529,52,2021-12-18,2021-12-16
Thunder Bay,685,1350,37,110,2021-12-18,2021-12-16
USA/MEX,105,482,55,1,2021-12-18,2021-12-16
Vancouver,1245,3723,413,379,2021-12-18,2021-12-16
Western Canada,57,357,161,0,2021-12-18,2021-12-16
Eastern Canada,35,291,22,0,2021-12-19,2021-12-17
Prince Rupert,247,1199,498,0,2021-12-19,2021-12-17
Thunder Bay,450,1368,144,88,2021-12-19,2021-12-17
USA/MEX,56,554,119,100,2021-12-19,2021-12-17
Vancouver,1157,3896,175,610,2021-12-19,2021-12-17
Western Canada,12,337,218,0,2021-12-19,2021-12-17
Eastern Canada,41,264,22,1,2021-12-20,2021-12-18
Prince Rupert,198,1265,499,245,2021-12-20,2021-12-18
Thunder Bay,323,1527,70,358,2021-12-20,2021-12-18
USA/MEX,99,553,117,36,2021-12-20,2021-12-18
Vancouver,839,4223,441,662,2021-12-20,2021-12-18
Western Canada,32,238,94,14,2021-12-20,2021-12-18
Eastern Canada,81,220,25,1,2021-12-21,2021-12-19
Prince Rupert,256,1306,598,100,2021-12-21,2021-12-19
Thunder Bay,514,1510,133,210,2021-12-21,2021-12-19
USA/MEX,86,551,108,11,2021-12-21,2021-12-19
Vancouver,873,4449,480,567,2021-12-21,2021-12-19
Western Canada,62,203,62,5,2021-12-21,2021-12-19
Eastern Canada,100,226,28,36,2021-12-22,2021-12-20
Prince Rupert,234,1306,598,0,2021-12-22,2021-12-20
Thunder Bay,744,1475,108,238,2021-12-22,2021-12-20
USA/MEX,53,589,94,71,2021-12-22,2021-12-20
Vancouver,1015,4177,458,251,2021-12-22,2021-12-20
Western Canada,42,202,62,1,2021-12-22,2021-12-20
Eastern Canada,80,248,16,40,2021-12-23,2021-12-21
Prince Rupert,0,1507,499,201,2021-12-23,2021-12-21
Thunder Bay,760,1263,52,43,2021-12-23,2021-12-21
USA/MEX,49,600,75,16,2021-12-23,2021-12-21
Vancouver,963,4587,466,741,2021-12-23,2021-12-21
Western Canada,20,195,68,11,2021-12-23,2021-12-21
Eastern Canada,74,237,17,1,2021-12-24,2021-12-22
Prince Rupert,65,1450,596,0,2021-12-24,2021-12-22
Thunder Bay,565,1122,61,2,2021-12-24,2021-12-22
USA/MEX,33,593,72,0,2021-12-24,2021-12-22
Vancouver,1099,4776,884,425,2021-12-24,2021-12-22
Western Canada,18,199,78,5,2021-12-24,2021-12-22
Eastern Canada,27,235,16,0,2021-12-25,2021-12-23
Prince Rupert,65,1450,696,0,2021-12-25,2021-12-23
Thunder Bay,507,1127,56,7,2021-12-25,2021-12-23
USA/MEX,7,592,99,0,2021-12-25,2021-12-23
Vancouver,437,4818,1326,42,2021-12-25,2021-12-23
Western Canada,0,221,83,22,2021-12-25,2021-12-23
Eastern Canada,24,222,76,0,2021-12-26,2021-12-24
